LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,CHAMBER,CHAMBER,CHAMBER,CHAMBER,CHAMBER,CHAMBER
DATE,TIME,T_CASE,PA,T_PA,PUMP_POSITIVE_PRESSURE,PUMP_NEGATIVE_PRESSURE,FLOW,PUMP_TIME,PUMP_SETPOINT,PUMP_CURRENT,SUB_PRESSURE,SUB_FLOW,VSO_FLOW_SETPOINT,VSO_PRESSURE_SETPOINT,PORT1_CURRENT,PORT2_CURRENT,PORT3_CURRENT,PORT4_CURRENT,PORT5_CURRENT,PORT6_CURRENT,PORT7_CURRENT,PORT8_CURRENT,SOL_CURRENT,12VDC_CURRENT,VIN,VOUT,VSO_FLOW,VSO_PRESSURE,5V_VOLTAGE,12V_VOLTAGE,FLOW_PRESSURE,SUB_FLOW_PRESSURE,LATITUDE,LONGITUDE,SATELLITES,ALTITUDE,CO2,CO2_DRY,H2O,T_CELL,PA_CELL,CO2_ABS,H2O_ABS,DEWPOINT,VIN,FLOW,TA,TB,VIN,MOTOR_CURRENT,STATE,DIAG
[YYYYMMDD],[HHMMSS],[C],[kPa],[C],[kPa],[kPa],[L+1M-1],[H],[#],[A],[kPa],[L+1M-1],[#],[#],[A],[A],[A],[A],[A],[A],[A],[A],[A],[A],[V],[V],[V],[V],[V],[V],[kPa],[kPa],[degrees],[degrees],[#],[m],[umol+1mol-1],[umol+1mol-1],[mmol+1mol-1],[C],[kPa],[#],[#],[C],[V],[L+1M-1],[C],[C],[V],[A],[#],[#]
20220125,000046,0,99.9747,21.375,18.5861,-16.009,2.56744,95.0206,255,0.584806,-0.45903,1.62229,95,103,0.0617958,0.0150799,0.0143219,0.0157581,0.0167954,0.0157581,0.00155587,0.000917562,0.253048,0.657054,23.6581,24.3775,4.25217,4.40199,5.02466,12.0653,4.30902,1.99106,39.94039,-5.774879,19,267.5,448.004,450.4671,5.46785,51.5367,99.6764,0.07108063,0.033481,-1.62202,11.3144,0.733356,-0.33,2.12,24.36,0,1,0
20220125,000047,0,99.972,21.375,18.61386,-16.09927,2.568563,95.02062,255,0.5534893,-0.210239,1.613718,95,103,0.1236315,0.01400279,0.0146411,0.01519961,0.01583792,0.01511983,0.001436184,0.001476078,0.2467444,0.6566153,23.64762,24.37752,4.252173,4.40139,5.021347,12.06364,4.311642,1.975344,39.94039,-5.774879,19,267.6,447.621,450.0785,5.46021,51.5334,99.6717,0.07103419,0.0334428,-1.64166,11.29761,0.7310386,-0.33,2.12,24.26,0.28,1,0
20220125,000048,0,99.975,21.375,18.80128,-16.47238,2.569246,95.02062,255,0.5831705,0.4566948,1.614009,95,103,0.1448551,0.01416237,0.01416237,0.01488046,0.01667569,0.01607728,0.00119682,0.00099735,0.2530476,0.6881715,23.62545,24.38497,4.253378,4.402595,5.019279,12.06364,4.307277,1.989311,39.94039,-5.774879,19,267.6,447.756,450.2169,5.46603,51.5367,99.6722,0.07104939,0.03347081,-1.62713,11.30013,0.7334171,-0.33,2.12,24.2,0.24,1,0
20220125,000049,0,99.98025,21.4375,18.56353,-15.98473,2.567375,95.02062,255,0.5772263,-0.453792,1.597736,95,103,0.1750549,0.01500014,0.01504004,0.01607728,0.01519961,0.01655601,0.002074488,0.001436184,0.2499359,0.5320663,23.61962,24.37794,4.254182,4.402194,5.02052,12.0624,4.309896,1.932569,39.94039,-5.774879,19,267.5,447.922,450.3867,5.47245,51.5301,99.6762,0.07107228,0.03350371,-1.61063,11.31943,0.7320708,-0.32,2.12,24.15,0.41,1,0
20220125,000050,0,99.97425,21.375,18.59824,-16.42726,2.56862,95.02062,255,0.5485026,0.4095555,1.594061,95,103,0.1683926,0.01440173,0.01484057,0.01440173,0.01559855,0.01507993,0.00119682,0.001236714,0.250654,0.5298322,23.60328,24.38124,4.253981,4.403198,5.023415,12.06571,4.312515,1.940426,39.94039,-5.774879,19,267.6,447.865,450.3167,5.44445,51.5434,99.6727,0.07106096,0.03336608,-1.68076,11.31188,0.7328693,-0.32,2.12,24.12,0.33,1,0
20220125,000051,0,99.9755,21.375,18.66592,-16.35958,2.567774,95.02062,255,0.5642208,0.3938424,1.617767,95,103,0.1478472,0.01523951,0.01583792,0.01504004,0.01591771,0.01675548,0.001037244,0.001037244,0.2520503,0.6220672,23.60562,24.38331,4.254182,4.402997,5.023415,12.0624,4.307277,1.997168,39.94039,-5.774879,19,267.6,446.787,449.2341,5.44733,51.5434,99.6732,0.07093889,0.03338015,-1.67353,11.31943,0.7329471,-0.32,2.12,24.15,0.36,1,0
20220125,000052,0,99.9705,21.375,18.83773,-16.42031,2.571789,95.02062,255,0.5697262,0.4837562,1.586538,95,103,0.1478073,0.01492036,0.01492036,0.01472089,0.01547887,0.01519961,0.001156926,0.001316502,0.25217,0.5354174,23.60912,24.37835,4.255387,4.403599,5.018038,12.06364,4.314261,1.92384,39.94039,-5.774879,18,267.6,447.041,449.4973,5.46462,51.5334,99.6752,0.07097095,0.03346527,-1.63021,11.30349,0.7330421,-0.32,2.12,24.15,0.35,1,0
20220125,000053,0,99.97625,21.375,18.49065,-16.11662,2.566385,95.02062,255,0.5759497,0.1319574,1.569002,95,103,0.1591372,0.01472089,0.01456131,0.01456131,0.01551877,0.01543898,0.001476078,0.001236714,0.2515716,0.5766678,23.60503,24.38331,4.254985,4.403399,5.022588,12.06075,4.309023,1.875828,39.94039,-5.774879,18,267.6,446.835,449.2894,5.46295,51.54,99.6757,0.07094681,0.0334568,-1.6343,11.29761,0.7335066,-0.32,2.12,24.15,0.33,1,0
20220125,000054,0,99.9755,21.375,18.50106,-16.03332,2.566509,95.02062,255,0.597652,-0.09588255,1.601815,95,103,0.2411193,0.01504004,0.01448152,0.01452142,0.01631665,0.01559855,0.001316502,0.001476078,0.2527684,0.6811103,23.58695,24.38166,4.255387,4.404603,5.002734,12.06075,4.309023,1.949155,39.94039,-5.774879,18,267.6,445.984,448.4345,5.46457,51.5334,99.6752,0.07085085,0.03346503,-1.63033,11.30433,0.7322795,-0.31,2.12,24.07,0.39,1,0
20220125,000055,0,99.9785,21.375,18.69022,-16.50708,2.568512,95.02062,255,0.5687289,0.4732808,1.593876,95,103,0.2595903,0.01523951,0.0146012,0.0146411,0.01619696,0.01719431,0.001436184,0.001675548,0.2471034,0.6114553,23.5852,24.37421,4.256391,4.405206,5.035823,12.0624,4.309023,1.941299,39.94039,-5.774879,18,267.6,447.359,449.8033,5.43425,51.5301,99.6732,0.07100582,0.03331792,-1.70616,11.3102,0.7324576,-0.31,2.12,23.97,0.59,5,0
20220125,000056,0,99.97325,21.375,18.70931,-16.17909,2.568537,95.02062,255,0.5433962,0.1415599,1.553262,95,103,0.01519961,0.01400279,0.01476078,0.01420226,0.01547887,0.01647622,0.00139629,0.000877668,0.2524093,0.7193287,23.66512,24.38579,4.257195,4.405206,5.02176,12.06488,4.30815,1.839164,39.94039,-5.774879,18,267.6,447.066,449.5207,5.46066,51.5334,99.6767,0.07097477,0.03344661,-1.63985,11.30936,0.7341847,-0.31,2.12,24.36,0,5,0
20220125,000057,0,99.97875,21.375,18.55659,-15.95349,2.567062,95.02062,255,0.5463085,-0.403161,1.599172,95,103,0.01488046,0.01408258,0.01523951,0.01404269,0.01511983,0.01651612,0.001436184,0.001077138,0.2504146,0.6125325,23.66686,24.38745,4.257395,4.406813,5.013074,12.06654,4.309023,1.936934,39.94039,-5.774879,17,267.6,447.509,449.9682,5.46518,51.5334,99.6757,0.07102442,0.03346813,-1.62876,11.30013,0.7326761,-0.31,2.12,24.36,0,5,0
20220125,000058,0,99.9785,21.375,18.38305,-16.00382,2.566225,95.02062,255,0.5742741,-0.4380789,1.585075,95,103,0.01547887,0.01388311,0.01420226,0.01488046,0.01651612,0.01452142,0.002034594,0.001117032,0.2500955,0.6272534,23.66278,24.38745,4.257998,4.405206,5.022588,12.06612,4.312515,1.902889,39.94039,-5.774879,17,267.6,448.052,450.5089,5.4537,51.5401,99.6747,0.07108414,0.03341174,-1.65745,11.31608,0.732213,-0.31,2.12,24.36,0,5,0
20220125,000059,0,99.97525,21.375,18.46982,-16.2086,2.566174,95.0248,255,0.5735561,0.2759942,1.587072,95,103,0.01551877,0.01448152,0.01352407,0.0146411,0.01567834,0.01551877,0.00099735,0.001276608,0.2481008,0.5604309,23.67736,24.38331,4.257998,4.405407,5.018865,12.0653,4.309023,1.921221,39.94039,-5.774879,17,267.6,448.492,450.9477,5.44554,51.5401,99.6764,0.07113534,0.03337282,-1.67755,11.30181,0.7333219,-0.3,2.12,24.36,0,5,0
20220125,000100,0,99.976,21.375,18.74401,-16.39775,2.570433,95.0248,255,0.5678113,0.4628054,1.61395,95,103,0.01496025,0.01511983,0.01440173,0.01567834,0.01583792,0.01555866,0.001276608,0.00099735,0.2523296,0.6135697,23.70245,24.38166,4.258399,4.406411,5.019279,12.06488,4.313388,1.989311,39.94039,-5.774879,17,267.6,447.975,450.4337,5.45855,51.5467,99.677,0.07107615,0.0334354,-1.64507,11.32699,0.7319908,-0.31,2.12,24.36,0,5,0
20220125,000101,0,99.975,21.375,18.73187,-16.02985,2.570316,95.0248,255,0.5399653,-0.3918126,1.576934,95,103,0.01519961,0.01416237,0.01488046,0.01416237,0.01539908,0.01603739,0.001276608,0.00139629,0.2464252,0.5901918,23.68378,24.38083,4.257797,4.404804,5.022588,12.06488,4.313388,1.884557,39.94039,-5.774879,17,267.6,449.429,451.8912,5.44875,51.5401,99.6732,0.07123923,0.0333873,-1.66999,11.31356,0.734243,-0.31,2.12,24.36,0,5,0
20220125,000102,0,99.979,21.375,18.69195,-16.488,2.568264,95.0248,255,0.5633033,0.4374899,1.601451,95,103,0.01416237,0.01496025,0.01543898,0.01404269,0.01551877,0.01535919,0.001436184,0.001316502,0.2516115,0.6218677,23.66862,24.38331,4.257998,4.406813,5.027551,12.06488,4.30815,1.958758,39.94039,-5.774879,17,267.5,448.022,450.4915,5.48177,51.5467,99.6712,0.07107747,0.03354573,-1.58819,11.29509,0.7330114,-0.3,2.12,24.36,0,5,0
20220125,000103,0,99.97575,21.375,18.60518,-15.99167,2.567633,95.0248,255,0.5613485,-0.3490381,1.596549,95,103,0.01484057,0.01472089,0.01440173,0.01440173,0.01559855,0.01559855,0.001476078,0.000917562,0.2465449,0.596894,23.65928,24.38331,4.258198,4.406009,5.019692,12.06571,4.309023,1.931696,39.94039,-5.77488,17,267.5,448.204,450.6568,5.44277,51.5401,99.6702,0.07109809,0.03335738,-1.6853,11.33706,0.73347,-0.3,2.12,24.36,0,5,0
20220125,000104,0,99.9755,21.375,18.23381,-16.09232,2.562833,95.0248,255,0.5836093,0.08219925,1.619972,95,103,0.0152794,0.01476078,0.01535919,0.01504004,0.01675548,0.0152794,0.001077138,0.001156926,0.2495769,0.6124128,23.65928,24.38579,4.259404,4.407817,5.023415,12.06281,4.306404,1.996295,39.94039,-5.774877,17,267.6,448.716,451.1797,5.46054,51.5401,99.6759,0.07116044,0.03344524,-1.64026,11.2909,0.7333351,-0.3,2.12,24.36,0,5,0
20220125,000105,0,99.978,21.375,18.76657,-16.45329,2.570647,95.0248,255,0.5979313,0.4619325,1.581511,95,103,0.01468099,0.01480067,0.01424216,0.0146411,0.01579802,0.01543898,0.000917562,0.001555866,0.246505,0.527638,23.66045,24.37504,4.260006,4.407616,5.026724,12.06157,4.313388,1.911619,39.94039,-5.774877,17,267.7,448.442,450.9071,5.46696,51.5434,99.67,0.07112455,0.03347403,-1.62512,11.3144,0.7323672,-0.3,2.12,24.35,0,5,0
20220125,000106,0,99.97575,21.375,18.84814,-16.30751,2.572083,95.0248,255,0.5654975,0.2882155,1.585132,95,103,0.01551877,0.01500014,0.01507993,0.01500014,0.01535919,0.01519961,0.001316502,0.001037244,0.2503747,0.690605,23.64528,24.38952,4.260207,4.408018,5.025897,12.05992,4.315134,1.916856,39.94039,-5.774875,17,267.7,448.34,450.7987,5.45422,51.5434,99.6757,0.07111704,0.0334143,-1.65603,11.30181,0.7342452,-0.3,2.12,24.36,0,5,0
20220125,000107,0,99.9755,21.375,18.58262,-15.9882,2.567912,95.0248,255,0.5388483,-0.3237225,1.581208,95,103,0.01575813,0.01420226,0.01511983,0.01424216,0.01571824,0.01579802,0.001276608,0.001077138,0.2520902,0.691363,23.67445,24.38083,4.260207,4.408419,5.013488,12.06571,4.310769,1.895905,39.94039,-5.774877,17,267.6,449.573,452.0379,5.45291,51.55,99.6767,0.07125652,0.03340775,-1.65915,11.29845,0.7332072,-0.3,2.12,24.36,0,5,0
20220125,000108,0,99.97425,21.375,18.50453,-16.06803,2.566045,95.0248,255,0.5757502,0.05077305,1.609736,95,103,0.01547887,0.01448152,0.01476078,0.01432195,0.01559855,0.01440173,0.001276608,0.00139629,0.2485396,0.6487163,23.66803,24.38497,4.26101,4.408821,5.025897,12.06488,4.307277,1.970979,39.94039,-5.774879,17,267.6,449.297,451.7615,5.45537,51.5467,99.6759,0.07122523,0.03341967,-1.65313,11.2909,0.733426,-0.3,2.12,24.36,0,5,0
20220125,000109,0,99.9795,21.375,18.27546,-15.96564,2.565044,95.0248,255,0.5609096,-0.2844397,1.595991,95,103,0.01488046,0.0152794,0.01380332,0.01416237,0.01539908,0.01607728,0.001555866,0.001316502,0.2468641,0.6703389,23.66395,24.38083,4.261412,4.408218,5.019279,12.06405,4.312515,1.931696,39.94039,-5.77488,17,267.5,449.039,451.5018,5.45467,51.5467,99.6745,0.07119489,0.03341579,-1.65508,11.3102,0.7336931,-0.3,2.12,24.35,0,5,0
20220125,000110,0,99.97525,21.375,18.59651,-16.53312,2.569106,95.0248,255,0.5678911,0.4243957,1.608122,95,103,0.01523951,0.01504004,0.01484057,0.0153193,0.01511983,0.01547887,0.000757986,0.00139629,0.2510529,0.6460834,23.66395,24.38662,4.261412,4.409223,5.023415,12.06405,4.314261,1.974471,39.94039,-5.774882,17,267.4,449.37,451.8353,5.45628,51.5534,99.6755,0.07123208,0.03342336,-1.65093,11.30265,0.7335416,-0.3,2.12,24.36,0,5,0
20220125,000111,0,99.9735,21.375,18.80649,-16.07844,2.568804,95.0248,255,0.5665347,-0.3586405,1.589647,95,103,0.01420226,0.01424216,0.01535919,0.01583792,0.01543898,0.01519961,0.001236714,0.001515972,0.2504545,0.5260423,23.67212,24.37752,4.262014,4.408218,5.025897,12.06364,4.305532,1.91511,39.94039,-5.774883,17,267.4,448.736,451.2029,5.46732,51.5434,99.671,0.07115865,0.03347611,-1.62408,11.31272,0.7329099,-0.3,2.12,24.36,0,5,0
20220125,000112,0,99.974,21.375,18.567,-16.05935,2.566205,95.0248,255,0.5962158,0.0429165,1.571219,95,103,0.01504004,0.01404269,0.01551877,0.01480067,0.0165959,0.01496025,0.001037244,0.001117032,0.2492577,0.5214545,23.6657,24.37587,4.262617,4.409624,5.022174,12.06612,4.305532,1.879319,39.94039,-5.774883,17,267.4,449.613,452.0793,5.45546,51.5467,99.6784,0.0712629,0.03342092,-1.65257,11.31272,0.7329278,-0.3,2.12,24.36,0,5,0
20220125,000113,0,99.9795,21.375,18.6208,-16.51229,2.567746,95.0248,255,0.561907,0.557957,1.609531,95,103,0.01539908,0.01496025,0.01376343,0.0153193,0.01611718,0.01543898,0.001316502,0.000957456,0.2516115,0.5697262,23.66745,24.38414,4.261814,4.408821,5.018452,12.0653,4.309023,1.980582,39.94039,-5.774883,17,267.4,449.309,451.7732,5.45442,51.5534,99.674,0.07122409,0.03341389,-1.65577,11.29426,0.7337971,-0.3,2.12,24.36,0,5,0
20220125,000114,0,99.97325,21.3125,18.7284,-16.04026,2.571605,95.02896,255,0.5504973,-0.2652349,1.581866,95,103,0.01484057,0.0146411,0.01352407,0.01599749,0.01504004,0.01583792,0.001316502,0.000917562,0.2471433,0.5644602,23.67153,24.38497,4.262215,4.409624,5.023415,12.06323,4.317753,1.898524,39.94039,-5.774883,17,267.3,448.902,451.3661,5.45907,51.5401,99.6737,0.07117993,0.03343737,-1.64423,11.30265,0.7326038,-0.3,2.12,24.35,0,5,0
20220125,000115,0,99.97525,21.375,18.68154,-15.99514,2.570807,95.02896,255,0.5611091,-0.2774562,1.604035,95,103,0.01432195,0.01472089,0.01424216,0.01488046,0.01535919,0.01615707,0.001236714,0.00119682,0.2493774,0.5396063,23.66103,24.37504,4.263219,4.410628,5.024242,12.06323,4.31688,1.950901,39.94039,-5.774885,17,267.3,449.695,452.1677,5.46846,51.5567,99.6752,0.07126832,0.0334819,-1.62069,11.30517,0.7346218,-0.3,2.12,24.36,0,5,0
20220125,000116,0,99.97475,21.375,18.34661,-16.40817,2.567444,95.02896,255,0.560391,0.4252686,1.59393,95,103,0.01476078,0.01484057,0.01480067,0.01567834,0.01492036,0.01615707,0.000877668,0.000917562,0.2451087,0.6961503,23.67386,24.3767,4.263822,4.410829,5.024656,12.06157,4.317753,1.940426,39.94039,-5.774885,17,267.3,450.008,452.4814,5.46635,51.5467,99.6759,0.07130593,0.03347278,-1.62582,11.32279,0.7326183,-0.3,2.12,24.35,0,5,0
20220125,000117,0,99.98325,21.375,18.65377,-16.4047,2.568047,95.02896,255,0.5797795,0.5335144,1.580527,95,103,0.01472089,0.01436184,0.01519961,0.01456131,0.01511983,0.01599749,0.001117032,0.001276608,0.2493774,0.6366284,23.64762,24.38248,4.263019,4.409825,5.025483,12.06281,4.309023,1.910746,39.94039,-5.774885,18,267.3,449.378,451.8484,5.46727,51.5434,99.6752,0.07123446,0.03347725,-1.62363,11.3144,0.7339858,-0.3,2.12,24.35,0,5,0
20220125,000118,0,99.98,21.375,18.63121,-16.17909,2.569931,95.02896,255,0.596136,0.20965,1.571694,95,103,0.01468099,0.01480067,0.01507993,0.01511983,0.01635654,0.01535919,0.000757986,0.002313852,0.2511327,0.7196479,23.66162,24.36842,4.263019,4.41103,5.033755,12.06075,4.316007,1.883684,39.94039,-5.774885,18,267.3,449.859,452.3259,5.45371,51.5467,99.6784,0.07129073,0.03341246,-1.65692,11.30768,0.7330188,-0.3,2.12,24.36,0,5,0
20220125,000119,0,99.9795,21.375,18.48891,-16.16348,2.568137,95.02896,255,0.5841678,0.1991746,1.611017,95,103,0.0146411,0.01472089,0.01488046,0.01456131,0.01587781,0.0152794,0.00139629,0.000957456,0.2455077,0.6734506,23.67678,24.38331,4.263822,4.411231,5.022588,12.06654,4.315134,1.97709,39.94039,-5.774885,18,267.2,451.026,453.5027,5.46135,51.5467,99.6764,0.07142138,0.03344876,-1.63818,11.29929,0.7336743,-0.3,2.12,24.36,0,5,0
20220125,000120,0,99.97625,21.375,18.69195,-16.49147,2.570125,95.02896,255,0.5421594,0.4470924,1.594837,95,103,0.01507993,0.01511983,0.01408258,0.01631665,0.01587781,0.01607728,0.001555866,0.00139629,0.251013,0.6456046,23.67678,24.38166,4.264224,4.411432,5.026724,12.06364,4.314261,1.943045,39.94039,-5.774885,18,267.2,449.017,451.476,5.44661,51.5567,99.6735,0.07119,0.03337568,-1.67528,11.3144,0.7334921,-0.3,2.12,24.36,0,5,0
20220125,000121,0,99.977,21.375,18.74575,-16.0177,2.570176,95.02896,255,0.5668538,-0.4433166,1.58772,95,103,0.01452142,0.01472089,0.01511983,0.01440173,0.01547887,0.01488046,0.000957456,0.001476078,0.2491779,0.6215086,23.68262,24.38414,4.264022,4.41103,5.025897,12.0624,4.312515,1.909,39.94039,-5.774885,18,267.2,449.918,452.3931,5.47118,51.5501,99.6724,0.0712927,0.03349471,-1.61429,11.32531,0.7335072,-0.3,2.12,24.36,0,5,0
20220125,000122,0,99.973,21.3125,18.76484,-15.99341,2.571483,95.02896,255,0.5795401,-0.1971447,1.593128,95,103,0.01555866,0.01507993,0.0146012,0.01400279,0.01675548,0.01607728,0.001316502,0.00099735,0.2469838,0.5516143,23.67678,24.38786,4.263621,4.411432,5.019279,12.06571,4.316007,1.926459,39.94039,-5.774885,18,267.3,450.22,452.6938,5.4646,51.5467,99.6747,0.071329,0.0334639,-1.63034,11.33622,0.7327595,-0.3,2.12,24.36,0,5,0
20220125,000123,0,99.97475,21.375,18.36917,-16.37346,2.563792,95.02896,255,0.5674523,0.4959776,1.610799,95,103,0.01456131,0.01400279,0.01380332,0.01543898,0.01492036,0.0153193,0.00139629,0.00119682,0.250654,0.5464281,23.66978,24.38331,4.264224,4.411633,5.017624,12.06488,4.304658,1.982327,39.94039,-5.774885,18,267.3,449.923,452.3996,5.47425,51.5534,99.675,0.07129455,0.03351009,-1.60633,11.30768,0.7341685,-0.3,2.12,24.36,0,5,0
20220125,000124,0,99.97675,21.375,18.60518,-16.24504,2.568398,95.02896,255,0.5618671,0.2829778,1.583694,95,103,0.01492036,0.01388311,0.01504004,0.01551877,0.01615707,0.01547887,0.001635654,0.001077138,0.2503349,0.5476648,23.6657,24.38,4.264022,4.411633,5.01597,12.0653,4.311642,1.913364,39.94039,-5.774885,18,267.3,450.158,452.6309,5.46332,51.5567,99.6717,0.07131821,0.03345591,-1.63394,11.30349,0.7331915,-0.3,2.12,24.36,0,5,0
20220125,000125,0,99.97125,21.3125,18.85855,-16.43246,2.569921,95.02896,255,0.5741544,0.5178013,1.576329,95,103,0.01551877,0.01392301,0.0146012,0.0152794,0.01619696,0.01571824,0.001476078,0.001316502,0.2471433,0.5606304,23.67328,24.38455,4.264424,4.411231,5.009352,12.06654,4.307277,1.90027,39.94039,-5.774885,18,267.3,450.35,452.8233,5.46187,51.5568,99.6774,0.07134408,0.03345078,-1.63675,11.34964,0.7332045,-0.3,2.12,24.36,0,5,0
20220125,000126,0,99.976,21.375,18.77178,-16.10621,2.571773,95.02896,255,0.5838487,-0.00509575,1.61127,95,103,0.01504004,0.01412248,0.01356396,0.01551877,0.01559855,0.01468099,0.001316502,0.001436184,0.2510928,0.5690879,23.67328,24.39076,4.264625,4.412637,5.009352,12.06488,4.31688,1.973598,39.94039,-5.774885,18,267.3,450.475,452.9513,5.46695,51.5534,99.6735,0.07135582,0.03347433,-1.62466,11.30349,0.7337649,-0.3,2.12,24.35,0,5,0
20220125,000127,0,99.97625,21.375,18.60865,-16.05935,2.568443,95.02896,255,0.5661358,0.02633045,1.586873,95,103,0.01519961,0.01496025,0.01599749,0.01424216,0.01583792,0.01603739,0.001037244,0.000837774,0.2487391,0.6023994,23.66336,24.3829,4.265429,4.412838,5.022588,12.0653,4.311642,1.915983,39.94039,-5.774885,18,267.3,449.841,452.3241,5.48962,51.5434,99.677,0.07128841,0.03358579,-1.56796,11.30433,0.7335474,-0.29,2.12,24.35,0,5,0
20220125,000128,0,99.975,21.3125,18.32058,-16.34569,2.563522,95.02896,255,0.5887955,0.3982072,1.594146,95,103,0.01563845,0.01400279,0.01480067,0.01392301,0.01691506,0.01571824,0.001156926,0.000957456,0.247263,0.5461888,23.66045,24.38248,4.265227,4.412235,5.027137,12.06405,4.305532,1.940426,39.94039,-5.774885,18,267.3,450.205,452.6785,5.46426,51.5467,99.6762,0.07132834,0.03346276,-1.63097,11.30936,0.7331522,-0.29,2.12,24.36,0,5,0
20220125,000129,0,99.97725,21.375,18.42123,-16.14786,2.567697,95.03313,255,0.559673,-0.1107227,1.603384,95,103,0.01543898,0.01456131,0.01444163,0.01472089,0.0153193,0.01543898,0.001037244,0.001117032,0.2508934,0.7236772,23.65695,24.38579,4.265629,4.412838,5.026724,12.06695,4.316007,1.952647,39.94039,-5.774883,18,267.4,450.609,453.083,5.46043,51.5567,99.6764,0.07137263,0.03344351,-1.64046,11.30852,0.7343333,-0.29,2.12,24.36,0,5,0
20220125,000130,0,99.97775,21.375,18.69889,-16.09579,2.568097,95.03313,255,0.5442739,0.0184739,1.603783,95,103,0.01488046,0.01432195,0.01551877,0.01472089,0.01488046,0.01655601,0.00159576,0.001077138,0.2471433,0.6422934,23.65636,24.38331,4.266232,4.414444,5.020933,12.06488,4.307277,1.956139,39.94039,-5.774883,18,267.4,450.327,452.8062,5.47523,51.5434,99.6702,0.07133836,0.03351408,-1.60455,11.31524,0.7322524,-0.29,2.12,24.35,0,5,0
